slug,category,korean_text,english_text,romanization,difficulty,access_tier,usage_note,related_slugs,sort_order,is_published,usage_pack,pseo_page_enabled,indexable,robots_directive,sitemap_include,rollout_batch,seo_priority,index_reason_codes,page_type,page_template_key,intent_bucket,audience_segment,use_case_primary,keyword_opportunity,primary_query,audio_query,pronunciation_query,seo_title,seo_title_length,seo_title_pattern_key,meta_description,meta_description_length,h1_template_key,page_slug,canonical_path,parent_hub_slug,parent_hub_path,breadcrumb_label,app_deep_link,normal_audio_asset_key,slow_audio_asset_key,normal_timing_asset_key,render_components,cta_key,cta_label_key,related_slug_count,invalid_related_slugs,related_link_strategy,duplicate_english_group,canonical_variant_strategy,noindex_reason,qa_flags
gachi-sajin-jjigeoyo,courtesy,같이 사진 찍어요,Let's take a picture together,gachi sajin jjigeoyo,difficult,premium,,"sajin,sajin-jjigeo-jusil-su-isseoyo",2580,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say let's take a picture together in korean,hear let's take a picture together in korean,gachi sajin jjigeoyo pronunciation,"Hear ""Let's take a picture together"" in Korean",46,hear_phrase_title,Hear 같이 사진 찍어요 (gachi sajin jjigeoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,136,phrase_audio_h1,let-s-take-a-picture-together-in-korean,/phrases/let-s-take-a-picture-together-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Let's take a picture together,jjin://phrase/gachi-sajin-jjigeoyo,phrases/gachi-sajin-jjigeoyo/ko_normal.wav,phrases/gachi-sajin-jjigeoyo/ko_slow.wav,phrases/gachi-sajin-jjigeoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
seonmul-ieyo,courtesy,선물이에요,It's a gift,seonmul ieyo,moderate,free,,"chodaehae-jusyeoseo-gamsahamnida,gamsahamnida",2590,true,,true,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say it's a gift in korean,hear it's a gift in korean,seonmul ieyo pronunciation,"Hear ""It's a gift"" in Korean",28,hear_phrase_title,Hear 선물이에요 (seonmul ieyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,124,phrase_audio_h1,it-s-a-gift-in-korean,/phrases/it-s-a-gift-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,It's a gift,jjin://phrase/seonmul-ieyo,phrases/seonmul-ieyo/ko_normal.wav,phrases/seonmul-ieyo/ko_slow.wav,phrases/seonmul-ieyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
chodaehae-jusyeoseo-gamsahamnida,courtesy,초대해 주셔서 감사합니다,Thank you for inviting me,chodaehae jusyeoseo gamsahamnida,expert,premium,very polite,"seonmul-ieyo,jal-butakdeurimnida",2600,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,4,"full_phrase,has_usage_note",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say thank you for inviting me in korean,hear thank you for inviting me in korean,chodaehae jusyeoseo gamsahamnida pronunciation,"Hear ""Thank you for inviting me"" in Korean",42,hear_phrase_title,Hear 초대해 주셔서 감사합니다 (chodaehae jusyeoseo gamsahamnida) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,152,phrase_audio_h1,thank-you-for-inviting-me-in-korean,/phrases/thank-you-for-inviting-me-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Thank you for inviting me,jjin://phrase/chodaehae-jusyeoseo-gamsahamnida,phrases/chodaehae-jusyeoseo-gamsahamnida/ko_normal.wav,phrases/chodaehae-jusyeoseo-gamsahamnida/ko_slow.wav,phrases/chodaehae-jusyeoseo-gamsahamnida/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jal-butakdeurimnida,courtesy,잘 부탁드립니다,Please take care of me,jal butakdeurimnida,expert,premium,very polite,"chodaehae-jusyeoseo-gamsahamnida,geonganghaseyo",2610,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,7,"request_query,full_phrase,has_usage_note",phrase_audio_page,request_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,how to say please take care of me in korean,hear please take care of me in korean,jal butakdeurimnida pronunciation,"Hear ""Please take care of me"" in Korean",39,hear_phrase_title,Hear 잘 부탁드립니다 (jal butakdeurimnida) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,134,phrase_audio_h1,please-take-care-of-me-in-korean,/phrases/please-take-care-of-me-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Please take care of me,jjin://phrase/jal-butakdeurimnida,phrases/jal-butakdeurimnida/ko_normal.wav,phrases/jal-butakdeurimnida/ko_slow.wav,phrases/jal-butakdeurimnida/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
deokbune-jeulgeowosseoyo,courtesy,덕분에 즐거웠어요,I had a great time thanks to you,deokbune jeulgeowosseoyo,expert,premium,,"chodaehae-jusyeoseo-gamsahamnida,jibi-jeongmal-jotneyo",2620,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say i had a great time thanks to you in korean,hear i had a great time thanks to you in korean,deokbune jeulgeowosseoyo pronunciation,"Hear ""I had a great time thanks to you"" in Korean",49,hear_phrase_title,Hear 덕분에 즐거웠어요 (deokbune jeulgeowosseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,140,phrase_audio_h1,i-had-a-great-time-thanks-to-you-in-korean,/phrases/i-had-a-great-time-thanks-to-you-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,I had a great time thanks to you,jjin://phrase/deokbune-jeulgeowosseoyo,phrases/deokbune-jeulgeowosseoyo/ko_normal.wav,phrases/deokbune-jeulgeowosseoyo/ko_slow.wav,phrases/deokbune-jeulgeowosseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jibi-jeongmal-jotneyo,courtesy,집이 정말 좋네요,Your home is really nice,jibi jeongmal jotneyo,difficult,premium,,"deokbune-jeulgeowosseoyo,seonmul-ieyo",2630,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,how to say your home is really nice in korean,hear your home is really nice in korean,jibi jeongmal jotneyo pronunciation,"Hear ""Your home is really nice"" in Korean",41,hear_phrase_title,Hear 집이 정말 좋네요 (jibi jeongmal jotneyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,137,phrase_audio_h1,your-home-is-really-nice-in-korean,/phrases/your-home-is-really-nice-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Your home is really nice,jjin://phrase/jibi-jeongmal-jotneyo,phrases/jibi-jeongmal-jotneyo/ko_normal.wav,phrases/jibi-jeongmal-jotneyo/ko_slow.wav,phrases/jibi-jeongmal-jotneyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
hanguk-eumsik-joahaeyo,restaurant,한국 음식 좋아해요,I like Korean food,hanguk eumsik joahaeyo,difficult,premium,,"jal-meokgesseumnida,eotteoke-meogeoyo",2640,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"full_phrase,travel_category",phrase_audio_page,everyday_phrase_audio,travel_restaurant,traveler,restaurant_ordering,medium_requires_context,how to say i like korean food in korean,hear i like korean food in korean,hanguk eumsik joahaeyo pronunciation,"Hear ""I like Korean food"" in Korean",35,hear_phrase_title,Hear 한국 음식 좋아해요 (hanguk eumsik joahaeyo) and learn how to use it for restaurant ordering. Practice normal and slow Korean audio in Jjin.,136,phrase_audio_h1,i-like-korean-food-in-korean,/phrases/i-like-korean-food-in-korean,korean-restaurant-phrases,/korean-for-travel/restaurant,I like Korean food,jjin://phrase/hanguk-eumsik-joahaeyo,phrases/hanguk-eumsik-joahaeyo/ko_normal.wav,phrases/hanguk-eumsik-joahaeyo/ko_slow.wav,phrases/hanguk-eumsik-joahaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
hangug-eun-cheoeum-ieyo,greeting,한국은 처음이에요,It's my first time in Korea,hangug eun cheoeum ieyo,difficult,premium,,"cheoeum-ieyo,jal-butakdeurimnida",2650,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,low_support,how to say it's my first time in korea in korean,hear it's my first time in korea in korean,hangug eun cheoeum ieyo pronunciation,"Hear ""It's my first time in Korea"" in Korean",44,hear_phrase_title,Hear 한국은 처음이에요 (hangug eun cheoeum ieyo) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,126,phrase_audio_h1,it-s-my-first-time-in-korea-in-korean,/phrases/it-s-my-first-time-in-korea-in-korean,korean-greetings,/korean-phrases/greetings,It's my first time in Korea,jjin://phrase/hangug-eun-cheoeum-ieyo,phrases/hangug-eun-cheoeum-ieyo/ko_normal.wav,phrases/hangug-eun-cheoeum-ieyo/ko_slow.wav,phrases/hangug-eun-cheoeum-ieyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
cheoeum-ieyo,greeting,처음이에요,It's my first time,cheoeum ieyo,moderate,free,,"hangug-eun-cheoeum-ieyo,oraenman-ieyo",2660,true,,true,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,low_support,how to say it's my first time in korean,hear it's my first time in korean,cheoeum ieyo pronunciation,"Hear ""It's my first time"" in Korean",35,hear_phrase_title,Hear 처음이에요 (cheoeum ieyo) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,111,phrase_audio_h1,it-s-my-first-time-in-korean,/phrases/it-s-my-first-time-in-korean,korean-greetings,/korean-phrases/greetings,It's my first time,jjin://phrase/cheoeum-ieyo,phrases/cheoeum-ieyo/ko_normal.wav,phrases/cheoeum-ieyo/ko_slow.wav,phrases/cheoeum-ieyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
oraenman-ieyo,greeting,오랜만이에요,It's been a while,oraenman ieyo,difficult,premium,,"jal-jinaesyeosseoyo,annyeonghaseyo",2670,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,3,full_phrase,phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,greetings,low_support,how to say it's been a while in korean,hear it's been a while in korean,oraenman ieyo pronunciation,"Hear ""It's been a while"" in Korean",34,hear_phrase_title,Hear 오랜만이에요 (oraenman ieyo) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,113,phrase_audio_h1,it-s-been-a-while-in-korean,/phrases/it-s-been-a-while-in-korean,korean-greetings,/korean-phrases/greetings,It's been a while,jjin://phrase/oraenman-ieyo,phrases/oraenman-ieyo/ko_normal.wav,phrases/oraenman-ieyo/ko_slow.wav,phrases/oraenman-ieyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jal-jinaesyeosseoyo,greeting,잘 지내셨어요?,Have you been well?,jal jinaesyeosseoyo,expert,premium,polite / respectful,"oraenman-ieyo,siksahasyeosseoyo",2680,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,8,"question_query,full_phrase,has_usage_note",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,greetings,medium_high,have you been well in korean,hear have you been well? in korean,jal jinaesyeosseoyo pronunciation,"Hear ""Have you been well?"" in Korean",36,hear_phrase_title,Hear 잘 지내셨어요? (jal jinaesyeosseoyo) and learn how to use it for respectful everyday Korean. Practice normal and slow Korean audio in Jjin.,138,question_audio_h1,have-you-been-well-in-korean,/phrases/have-you-been-well-in-korean,korean-greetings,/korean-phrases/greetings,Have you been well?,jjin://phrase/jal-jinaesyeosseoyo,phrases/jal-jinaesyeosseoyo/ko_normal.wav,phrases/jal-jinaesyeosseoyo/ko_slow.wav,phrases/jal-jinaesyeosseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
eotteoke-meogeoyo,restaurant,어떻게 먹어요?,How do I eat this?,eotteoke meogeoyo,difficult,premium,for unfamiliar food,"hanguk-eumsik-joahaeyo,jal-meokgesseumnida",2690,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,12,"manual_high_intent,question_query,full_phrase,travel_category,has_usage_note",phrase_audio_page,question_phrase_audio,travel_restaurant,traveler,restaurant_ordering,high,how do i eat this in korean,hear how do i eat this? in korean,eotteoke meogeoyo pronunciation,"Hear ""How do I eat this?"" in Korean",35,hear_phrase_title,Hear 어떻게 먹어요? (eotteoke meogeoyo) and learn how to use it for trying unfamiliar food. Practice normal and slow Korean audio in Jjin.,132,question_audio_h1,how-do-i-eat-this-in-korean,/phrases/how-do-i-eat-this-in-korean,korean-restaurant-phrases,/korean-for-travel/restaurant,How do I eat this?,jjin://phrase/eotteoke-meogeoyo,phrases/eotteoke-meogeoyo/ko_normal.wav,phrases/eotteoke-meogeoyo/ko_slow.wav,phrases/eotteoke-meogeoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
ajik-aniyo,courtesy,아직 아니에요,Not yet,ajik anieyo,moderate,free,,"beolsseoyo,dwaeyo",2700,true,,true,false,"noindex,follow",false,hold_noindex,1,two_word_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,not yet in korean,hear not yet in korean,ajik anieyo pronunciation,"Hear ""Not yet"" in Korean",24,hear_term_title,Hear 아직 아니에요 (ajik anieyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,125,term_audio_h1,not-yet-in-korean,/phrases/not-yet-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Not yet,jjin://phrase/ajik-aniyo,phrases/ajik-aniyo/ko_normal.wav,phrases/ajik-aniyo/ko_slow.wav,phrases/ajik-aniyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
beolsseoyo,courtesy,벌써요?,Already?,beolsseoyo,moderate,free,,"ajik-aniyo,jigeum",2710,true,,true,false,"noindex,follow",false,hold_noindex,4,question_query,phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,already in korean,hear already? in korean,beolsseoyo pronunciation,"Hear ""Already?"" in Korean",25,hear_phrase_title,Hear 벌써요? (beolsseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,121,question_audio_h1,already-in-korean,/phrases/already-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Already?,jjin://phrase/beolsseoyo,phrases/beolsseoyo/ko_normal.wav,phrases/beolsseoyo/ko_slow.wav,phrases/beolsseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
gwaenchanheumyeon-gachi-gado-dwaeyo,courtesy,괜찮으면 같이 가도 돼요?,If it's okay can I come too?,gwaenchanheumyeon gachi gado dwaeyo,expert,premium,,"gachi-gayo,gwaenchanheumyeon-sajin-jjigeodo-dwaeyo",2720,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,10,"question_query,request_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,if it's okay can i come too in korean,hear if it's okay can i come too? in korean,gwaenchanheumyeon gachi gado dwaeyo pronunciation,"Hear ""If it's okay can I come too?"" in Korean",45,hear_phrase_title,"Hear 괜찮으면 같이 가도 돼요? and learn the Korean for ""If it's okay can I come too?"" with normal and slow audio practice in Jjin.",120,question_audio_h1,if-it-s-okay-can-i-come-too-in-korean,/phrases/if-it-s-okay-can-i-come-too-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,If it's okay can I come too?,jjin://phrase/gwaenchanheumyeon-gachi-gado-dwaeyo,phrases/gwaenchanheumyeon-gachi-gado-dwaeyo/ko_normal.wav,phrases/gwaenchanheumyeon-gachi-gado-dwaeyo/ko_slow.wav,phrases/gwaenchanheumyeon-gachi-gado-dwaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
gwaenchanheumyeon-sajin-jjigeodo-dwaeyo,courtesy,괜찮으면 사진 찍어도 돼요?,If it's okay can I take a picture?,gwaenchanheumyeon sajin jjigeodo dwaeyo,expert,premium,,"gachi-sajin-jjigeoyo,sajin-jjigeo-jusil-su-isseoyo",2730,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,10,"question_query,request_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,if it's okay can i take a picture in korean,hear if it's okay can i take a picture? in korean,gwaenchanheumyeon sajin jjigeodo dwaeyo pronunciation,"Hear ""If it's okay can I take a picture?"" in Korean",51,hear_phrase_title,"Hear 괜찮으면 사진 찍어도 돼요? and learn the Korean for ""If it's okay can I take a picture?"" with normal and slow audio practice in Jjin.",127,question_audio_h1,if-it-s-okay-can-i-take-a-picture-in-korean,/phrases/if-it-s-okay-can-i-take-a-picture-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,If it's okay can I take a picture?,jjin://phrase/gwaenchanheumyeon-sajin-jjigeodo-dwaeyo,phrases/gwaenchanheumyeon-sajin-jjigeodo-dwaeyo/ko_normal.wav,phrases/gwaenchanheumyeon-sajin-jjigeodo-dwaeyo/ko_slow.wav,phrases/gwaenchanheumyeon-sajin-jjigeodo-dwaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
eodie-dumyeon-dwaeyo,courtesy,어디에 두면 돼요?,Where should I put this?,eodie dumyeon dwaeyo,difficult,premium,,"igeo-yeogi-dumyeon-dwaeyo,jega-halgeyo",2740,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,7,"question_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,where should i put this in korean,hear where should i put this? in korean,eodie dumyeon dwaeyo pronunciation,"Hear ""Where should I put this?"" in Korean",41,hear_phrase_title,Hear 어디에 두면 돼요? (eodie dumyeon dwaeyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,137,question_audio_h1,where-should-i-put-this-in-korean,/phrases/where-should-i-put-this-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Where should I put this?,jjin://phrase/eodie-dumyeon-dwaeyo,phrases/eodie-dumyeon-dwaeyo/ko_normal.wav,phrases/eodie-dumyeon-dwaeyo/ko_slow.wav,phrases/eodie-dumyeon-dwaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
igeo-yeogi-dumyeon-dwaeyo,courtesy,이거 여기 두면 돼요?,Can I put this here?,igeo yeogi dumyeon dwaeyo,expert,premium,,"eodie-dumyeon-dwaeyo,igeo",2750,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,10,"question_query,request_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,can i put this here in korean,hear can i put this here? in korean,igeo yeogi dumyeon dwaeyo pronunciation,"Hear ""Can I put this here?"" in Korean",37,hear_phrase_title,Hear 이거 여기 두면 돼요? (igeo yeogi dumyeon dwaeyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,144,question_audio_h1,can-i-put-this-here-in-korean,/phrases/can-i-put-this-here-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Can I put this here?,jjin://phrase/igeo-yeogi-dumyeon-dwaeyo,phrases/igeo-yeogi-dumyeon-dwaeyo/ko_normal.wav,phrases/igeo-yeogi-dumyeon-dwaeyo/ko_slow.wav,phrases/igeo-yeogi-dumyeon-dwaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
mwo-dowadeurilkkayo,courtesy,뭐 도와드릴까요?,What can I help with?,mwo dowadeurilkkayo,expert,premium,respectful,"dowadeurilkkayo,jega-dowadeurilgeyo",2760,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,11,"question_query,request_query,full_phrase,has_usage_note",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,what can i help with in korean,hear what can i help with? in korean,mwo dowadeurilkkayo pronunciation,"Hear ""What can I help with?"" in Korean",38,hear_phrase_title,Hear 뭐 도와드릴까요? (mwo dowadeurilkkayo) and learn how to use it for respectful everyday Korean. Practice normal and slow Korean audio in Jjin.,139,question_audio_h1,what-can-i-help-with-in-korean,/phrases/what-can-i-help-with-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,What can I help with?,jjin://phrase/mwo-dowadeurilkkayo,phrases/mwo-dowadeurilkkayo/ko_normal.wav,phrases/mwo-dowadeurilkkayo/ko_slow.wav,phrases/mwo-dowadeurilkkayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
jang-boreo-galkkayo,shopping,장 보러 갈까요?,Shall we go grocery shopping?,jang boreo galkkayo,difficult,premium,groceries,"gachi-gayo,pyeonuijeom",2770,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,10,"question_query,full_phrase,travel_category,has_usage_note",phrase_audio_page,question_phrase_audio,travel_shopping,traveler,shopping_transaction,high,shall we go grocery shopping in korean,hear shall we go grocery shopping? in korean,jang boreo galkkayo pronunciation,"Hear ""Shall we go grocery shopping?"" in Korean",46,hear_phrase_title,Hear 장 보러 갈까요? (jang boreo galkkayo) and learn how to use it for grocery shopping. Practice normal and slow Korean audio in Jjin.,129,question_audio_h1,shall-we-go-grocery-shopping-in-korean,/phrases/shall-we-go-grocery-shopping-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Shall we go grocery shopping?,jjin://phrase/jang-boreo-galkkayo,phrases/jang-boreo-galkkayo/ko_normal.wav,phrases/jang-boreo-galkkayo/ko_slow.wav,phrases/jang-boreo-galkkayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
sanchaek-halkkayo,courtesy,산책할까요?,Shall we go for a walk?,sanchaek halkkayo,difficult,premium,,"gachi-gayo,chulbal-halkkayo",2780,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,7,"question_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,shall we go for a walk in korean,hear shall we go for a walk? in korean,sanchaek halkkayo pronunciation,"Hear ""Shall we go for a walk?"" in Korean",40,hear_phrase_title,Hear 산책할까요? (sanchaek halkkayo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,130,question_audio_h1,shall-we-go-for-a-walk-in-korean,/phrases/shall-we-go-for-a-walk-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Shall we go for a walk?,jjin://phrase/sanchaek-halkkayo,phrases/sanchaek-halkkayo/ko_normal.wav,phrases/sanchaek-halkkayo/ko_slow.wav,phrases/sanchaek-halkkayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
ssiseulgeyo,hotel,씻을게요,I'll wash up,ssiseulgeyo,difficult,premium,,"syawo-halgeyo,meonjeo-jalgeyo",2790,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,5,"full_phrase,travel_category",phrase_audio_page,everyday_phrase_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,how to say i'll wash up in korean,hear i'll wash up in korean,ssiseulgeyo pronunciation,"Hear ""I'll wash up"" in Korean",29,hear_phrase_title,Hear 씻을게요 (ssiseulgeyo) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,110,phrase_audio_h1,i-ll-wash-up-in-korean,/phrases/i-ll-wash-up-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,I'll wash up,jjin://phrase/ssiseulgeyo,phrases/ssiseulgeyo/ko_normal.wav,phrases/ssiseulgeyo/ko_slow.wav,phrases/ssiseulgeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
